0|7.00355e-09|-0.02|1.54|0|0|0|0|0.3|0|0|0|0|0|0|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|-1.4|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|0.06|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|-1.46|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|0.04|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|-1.52|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|0.14|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|-1.58|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|0.06|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|-1.62|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|-0.02|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|-1.7|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|0.04|0|0|0|0|0.16|0|0|0|0|
0|7.00355e-09|-0.02|1.52|0|0|0|0|0.3|-1.86|0|0|0|0|0.16|0|0|0|0|
